2021-08-09 00:00:55.523840,EW1-JVS-733,1.9989013671875
2021-08-09 00:01:00.526775,EW1-JVS-733,None
2021-08-09 00:01:01.529828,EW1-JVS-733,0.9951591491699219
2021-08-09 02:03:31.369934,EW1-JVS-733,0.9984970092773438
2021-08-09 02:03:36.374185,EW1-JVS-733,None
2021-08-09 02:03:37.375238,EW1-JVS-733,0.9999275207519531
2021-08-09 04:13:47.920051,EW1-JVS-733,1.0025501251220703
2021-08-09 04:13:52.920315,EW1-JVS-733,None
2021-08-09 04:13:53.922104,EW1-JVS-733,0.9987354278564453
2021-08-09 04:42:59.782214,EW1-JVS-733,2.000570297241211
2021-08-09 04:43:04.784552,EW1-JVS-733,None
2021-08-09 04:43:05.786334,EW1-JVS-733,0.9958744049072266
2021-08-09 04:44:00.944963,EW1-JVS-733,3.0095577239990234
2021-08-09 04:44:05.946456,EW1-JVS-733,None
2021-08-09 04:44:06.950310,EW1-JVS-733,3.6792755126953125
2021-08-09 05:08:45.842666,EW1-JVS-733,0.9984970092773438
2021-08-09 05:08:50.844873,EW1-JVS-733,None
2021-08-09 05:08:51.847016,EW1-JVS-733,0.9975433349609375
2021-08-10 02:05:28.023267,EW1-JVS-733,1.003265380859375
2021-08-10 02:05:33.024567,EW1-JVS-733,None
2021-08-10 02:05:34.025608,EW1-JVS-733,0.9984970092773438
2021-08-10 02:08:36.576238,EW1-JVS-733,0.9984970092773438
2021-08-10 02:08:41.577407,EW1-JVS-733,None
2021-08-10 02:08:42.579366,EW1-JVS-733,0.9999275207519531
2021-08-10 02:52:40.746352,EW1-JVS-733,0.0
2021-08-10 02:52:45.748308,EW1-JVS-733,None
2021-08-10 02:52:46.750238,EW1-JVS-733,0.9951591491699219
2021-08-10 04:50:23.289610,EW1-JVS-733,1.0013580322265625
2021-08-10 04:50:28.289971,EW1-JVS-733,None
2021-08-10 04:50:29.292671,EW1-JVS-733,0.9918212890625
2021-08-10 04:51:11.450529,EW1-JVS-733,1.8579959869384766
2021-08-10 04:51:16.451833,EW1-JVS-733,None
2021-08-10 04:51:17.453509,EW1-JVS-733,1.0132789611816406
2021-08-11 02:02:24.083366,EW1-JVS-733,0.9982585906982422
2021-08-11 02:02:29.084618,EW1-JVS-733,None
2021-08-11 02:02:30.085675,EW1-JVS-733,1.0044574737548828
2021-08-11 02:04:25.315926,EW1-JVS-733,0.9984970092773438
2021-08-11 02:04:30.317197,EW1-JVS-733,None
2021-08-11 02:04:31.319229,EW1-JVS-733,0.9973049163818359
2021-08-11 02:11:10.337749,EW1-JVS-733,0.9953975677490234
2021-08-11 02:11:15.337905,EW1-JVS-733,None
2021-08-11 02:11:16.339964,EW1-JVS-733,0.9970664978027344
2021-08-11 05:31:42.955136,EW1-JVS-733,3.004789352416992
2021-08-11 05:31:47.957141,EW1-JVS-733,None
2021-08-11 05:31:48.971403,EW1-JVS-733,14.000415802001953
2021-08-12 01:09:04.795623,EW1-JVS-733,1.003265380859375
2021-08-12 01:09:09.797492,EW1-JVS-733,None
2021-08-12 01:09:10.800316,EW1-JVS-733,2.2537708282470703
